,Pennsylvania,forecast,interval_low,interval_high
2020-06-28,3.0,22.434534072875977,18.702930450439453,29.871673583984375
2020-06-29,8.0,22.426989691598074,19.562768936157227,26.7611026763916
2020-06-30,35.0,30.91626766749791,27.84723472595215,39.522064208984375
2020-07-01,35.0,40.0148435320173,35.20057678222656,46.14548873901367
2020-07-02,28.0,41.44877896990095,37.4091682434082,46.729461669921875
2020-07-03,34.0,35.30230930873326,28.450923919677734,39.948486328125
2020-07-04,3.0,27.325288227626256,23.030839920043945,33.47021484375
2020-07-05,4.0,20.618499755859375,17.533849716186523,26.33953094482422
2020-07-06,1.0,21.118745258876256,17.117189407348633,25.022621154785156
2020-07-07,33.0,27.011769158499582,24.911937713623047,31.1518611907959
2020-07-08,25.0,32.50893865312849,30.166778564453125,36.57636260986328
2020-07-09,36.0,33.459315708705354,29.65695571899414,35.06169891357422
2020-07-10,32.0,29.668129512241908,26.993349075317383,35.148231506347656
2020-07-11,17.0,21.39712360927037,17.752670288085938,25.834762573242188
2020-07-12,7.0,16.04854897090367,10.41964340209961,21.345266342163086
2020-07-13,7.0,16.69287736075265,14.660473823547363,21.06462860107422
2020-07-14,20.0,22.72768238612584,19.413782119750977,30.271081924438477
2020-07-15,26.0,29.22584969656808,26.389570236206055,34.851985931396484
2020-07-16,27.0,33.23225048610142,31.36224937438965,34.07892608642578
2020-07-17,20.0,31.622255052839005,28.485021591186523,34.1640625
2020-07-18,11.0,25.67724663870675,19.87320899963379,29.41533851623535
2020-07-19,7.0,19.733180454799108,15.744272232055664,24.646190643310547
2020-07-20,3.0,18.09157793862479,14.718111991882324,22.820758819580078
2020-07-21,26.0,20.495724541800364,19.043237686157227,23.41420555114746
2020-07-22,26.0,24.730520566304524,23.243120193481445,27.152856826782227
2020-07-23,16.0,26.795401763916015,25.58035659790039,28.523250579833984
2020-07-24,23.0,25.55797052383423,24.433773040771484,26.401336669921875
2020-07-25,8.0,21.59566370646159,20.096010208129883,22.659820556640625
2020-07-26,3.0,17.859856605529785,16.011363983154297,19.708349227905273
2020-07-27,4.0,17.19440269470215,17.19440269470215,17.19440269470215
2020-07-28,,22.109546661376953,22.109546661376953,22.109546661376953
2020-07-29,,26.46220588684082,26.46220588684082,26.46220588684082
2020-07-30,,24.91035270690918,24.91035270690918,24.91035270690918
2020-07-31,,22.232513427734375,22.232513427734375,22.232513427734375
2020-08-01,,17.070728302001953,17.070728302001953,17.070728302001953
2020-08-02,,13.508099555969238,13.508099555969238,13.508099555969238
2020-08-03,,16.10025978088379,16.10025978088379,16.10025978088379
