,Louisiana,forecast,interval_low,interval_high
2020-07-12,13.0,14.056498527526855,12.9661226272583,18.335372924804688
2020-07-13,7.0,7.997763633728027,6.998478412628174,11.95195198059082
2020-07-14,22.0,22.004915237426758,21.993690490722656,22.012895584106445
2020-07-15,16.0,17.478796005249023,16.008583068847656,23.315359115600586
2020-07-16,24.0,23.96690559387207,23.959115982055664,23.975650787353516
2020-07-17,24.0,25.148853302001953,23.9902400970459,27.228561401367188
2020-07-18,0.0,10.881535530090332,0.002735614776611328,32.26575469970703
2020-07-19,34.0,21.693267822265625,-2.909806966781616,34.009193420410156
2020-07-20,-81.0,-58.9996337890625,-81.00039672851562,28.975250244140625
2020-07-21,36.0,12.721020698547363,-80.38372039794922,36.003639221191406
2020-07-22,,13.183645248413086,-79.92340850830078,37.15744400024414
2020-07-23,,12.283143997192383,-77.79864501953125,36.9655876159668
2020-07-24,,12.95849323272705,-78.53679656982422,36.698909759521484
2020-07-25,,6.693750858306885,-78.10743713378906,34.23575973510742
2020-07-26,,3.838937282562256,-79.047607421875,36.43073272705078
2020-07-27,,-55.050682067871094,-81.0925521850586,20.029516220092773
2020-07-28,,11.98958969116211,-79.06637573242188,36.885677337646484
