,Wisconsin,forecast,interval_low,interval_high
2020-07-01,540.0,360.3746032714844,344.24267578125,385.5909423828125
2020-07-02,539.0,369.9078063964844,354.26409912109375,386.893310546875
2020-07-03,579.0,358.4384765625,353.5330810546875,363.95098876953125
2020-07-04,738.0,372.4603576660156,362.36749267578125,391.8333740234375
2020-07-05,522.0,372.3757019042969,361.6531677246094,390.9557189941406
2020-07-06,484.0,540.1395874023438,521.4197387695312,573.464111328125
2020-07-07,495.0,557.77783203125,550.6209106445312,570.3563232421875
2020-07-08,598.0,577.25146484375,553.4902954101562,615.0748291015625
2020-07-09,754.0,584.6712036132812,563.8824462890625,606.931640625
2020-07-10,845.0,573.9944458007812,562.8955078125,580.8893432617188
2020-07-11,926.0,584.7783813476562,578.06298828125,596.7398071289062
2020-07-12,769.0,586.7360229492188,571.5849609375,612.677734375
2020-07-13,494.0,660.035400390625,632.1583251953125,700.6419067382812
2020-07-14,964.0,677.0140991210938,666.5635375976562,695.13818359375
2020-07-15,821.0,698.3353881835938,669.71728515625,750.6970825195312
2020-07-16,900.0,717.0004272460938,691.1610717773438,736.3898315429688
2020-07-17,880.0,696.3489379882812,689.44189453125,705.7783813476562
2020-07-18,978.0,702.6754760742188,691.1389770507812,714.9652709960938
2020-07-19,830.0,711.1725463867188,694.2545166015625,738.6968383789062
2020-07-20,,976.744140625,929.3310546875,1024.315185546875
2020-07-21,,991.194580078125,973.9205932617188,1016.1155395507812
2020-07-22,,1042.7005615234375,1008.4003295898438,1111.0989990234375
2020-07-23,,1058.71826171875,1031.1837158203125,1072.8134765625
2020-07-24,,1044.7215576171875,1027.73974609375,1070.06103515625
2020-07-25,,1033.6524658203125,1014.4758911132812,1050.31005859375
2020-07-26,,1053.3336181640625,1029.5897216796875,1084.1187744140625
