,Utah,forecast,interval_low,interval_high
2020-05-27,86.0,86.06940460205078,86.00029754638672,86.1545639038086
2020-05-28,215.0,190.51795959472656,92.609130859375,215.01239013671875
2020-05-29,343.0,295.6883850097656,267.8172912597656,342.88177490234375
2020-05-30,269.0,279.43353271484375,269.0106506347656,321.0491638183594
2020-05-31,264.0,261.1033630371094,249.56399536132812,263.99560546875
2020-06-01,202.0,215.8625030517578,201.97364807128906,271.3183898925781
2020-06-02,203.0,226.20278930664062,202.97964477539062,268.9082946777344
2020-06-03,295.0,295.0062561035156,294.8994445800781,295.0753173828125
2020-06-04,316.0,351.62481689453125,316.017578125,407.3976745605469
2020-06-05,439.0,456.2831115722656,438.86285400390625,525.5225219726562
2020-06-06,546.0,460.38348388671875,287.88995361328125,545.930419921875
2020-06-07,268.0,274.107421875,267.98101806640625,298.4358215332031
2020-06-08,256.0,252.15579223632812,236.78921508789062,256.0133056640625
2020-06-09,237.0,237.01187133789062,236.9713897705078,237.0508270263672
2020-06-10,305.0,305.0770263671875,304.9629211425781,305.2218017578125
2020-06-11,388.0,369.3276062011719,310.2267150878906,387.94085693359375
2020-06-12,325.0,338.34625244140625,325.0526123046875,390.99322509765625
2020-06-13,404.0,399.13323974609375,351.8565979003906,431.6894226074219
2020-06-14,332.0,323.17449951171875,288.0476989746094,331.9850769042969
2020-06-15,295.0,295.00946044921875,294.9656982421875,295.036376953125
2020-06-16,329.0,338.8841247558594,328.8693542480469,362.57244873046875
2020-06-17,407.0,425.03643798828125,406.7534484863281,497.6243591308594
2020-06-18,495.0,495.0694274902344,495.02874755859375,495.1324157714844
2020-06-19,586.0,595.4098510742188,585.8253173828125,633.3150634765625
2020-06-20,643.0,613.5075073242188,557.39306640625,643.1029052734375
2020-06-21,394.0,404.3818664550781,393.9742126464844,445.8382263183594
2020-06-22,444.0,443.9822692871094,443.9740295410156,443.9930419921875
2020-06-23,394.0,394.0964050292969,394.0381774902344,394.19189453125
2020-06-24,484.0,501.2027282714844,483.858642578125,570.2035522460938
2020-06-25,590.0,588.5721435546875,582.80029296875,590.1102294921875
2020-06-26,676.0,657.8715209960938,585.4232177734375,676.032470703125
2020-06-27,578.0,606.53955078125,578.0280151367188,670.3933715820312
2020-06-28,472.0,471.9895935058594,471.954345703125,472.0208740234375
2020-06-29,564.0,556.1066284179688,543.9229736328125,563.989990234375
2020-06-30,553.0,553.7041015625,552.97900390625,556.5543212890625
2020-07-01,499.0,499.0065002441406,498.9833679199219,499.03955078125
2020-07-02,554.0,560.9835815429688,553.9666137695312,588.9144287109375
2020-07-03,596.0,644.2918701171875,595.9805908203125,686.9393310546875
2020-07-04,676.0,643.3240966796875,593.9160766601562,676.0035400390625
2020-07-05,410.0,410.0484924316406,410.0028076171875,410.0789489746094
2020-07-06,517.0,536.3698120117188,517.0038452148438,566.3487548828125
2020-07-07,564.0,563.9676513671875,563.8419799804688,564.034912109375
2020-07-08,722.0,687.6298828125,550.3353271484375,722.0010375976562
2020-07-09,601.0,701.1812744140625,600.9489135742188,868.7117309570312
2020-07-10,867.0,867.0055541992188,866.9530639648438,867.0665893554688
2020-07-11,632.0,650.9888916015625,631.9872436523438,726.8792724609375
2020-07-12,629.0,628.9454345703125,628.8826293945312,628.9871826171875
2020-07-13,546.0,527.4793090820312,453.2802429199219,546.1204833984375
2020-07-14,448.0,447.971435546875,447.88043212890625,448.01617431640625
2020-07-15,413.0,504.98138427734375,413.04071044921875,872.5558471679688
2020-07-16,954.0,874.9415893554688,558.9686279296875,953.9699096679688
2020-07-17,727.0,727.0457153320312,727.0061645507812,727.1353759765625
2020-07-18,760.0,764.50390625,759.979248046875,782.5567016601562
2020-07-19,785.0,785.000732421875,784.9761352539062,785.0210571289062
2020-07-20,,585.6016845703125,480.9405822753906,690.9252319335938
2020-07-21,,578.9361572265625,473.1346435546875,681.150390625
2020-07-22,,656.7972412109375,510.9627380371094,864.813720703125
2020-07-23,,797.3292236328125,589.154541015625,887.21630859375
2020-07-24,,744.7359619140625,727.0101928710938,774.486328125
2020-07-25,,777.5906372070312,762.9537353515625,791.0462646484375
2020-07-26,,784.2432861328125,781.1065063476562,786.6077880859375
