,Massachusetts,forecast,interval_low,interval_high
2020-06-21,30.0,27.2515869140625,16.326656341552734,30.01654052734375
2020-06-22,16.0,16.03032684326172,15.725990295410156,16.396446228027344
2020-06-23,16.0,17.61434555053711,15.982928276062012,23.949983596801758
2020-06-24,48.0,44.92569351196289,32.84206008911133,47.998207092285156
2020-06-25,25.0,25.089513778686523,25.057085037231445,25.121179580688477
2020-06-26,50.0,49.939979553222656,49.9139404296875,49.9703483581543
2020-06-27,28.0,27.232799530029297,20.16326904296875,31.91376304626465
2020-06-28,19.0,21.417726516723633,18.974477767944336,31.089550018310547
2020-06-29,35.0,34.99750518798828,34.993412017822266,35.00399398803711
2020-06-30,-41.0,-26.063268661499023,-41.00996398925781,33.69892501831055
2020-07-01,27.0,37.90916061401367,27.005006790161133,81.47242736816406
2020-07-02,51.0,50.951385498046875,50.92861557006836,50.96844482421875
2020-07-03,17.0,19.864368438720703,17.02774429321289,31.095848083496094
2020-07-04,23.0,22.96890640258789,22.940113067626953,22.99968147277832
2020-07-05,11.0,15.24402141571045,11.011183738708496,22.228906631469727
2020-07-06,15.0,14.988584518432617,14.977132797241211,15.001483917236328
2020-07-07,15.0,14.83201789855957,14.125908851623535,15.057232856750488
2020-07-08,30.0,29.285497665405273,25.605140686035156,30.682580947875977
2020-07-09,25.0,24.989709854125977,24.93255615234375,25.013216018676758
2020-07-10,28.0,26.125102996826172,18.734582901000977,27.997196197509766
2020-07-11,14.0,16.416486740112305,14.003275871276855,25.258956909179688
2020-07-12,15.0,13.941152572631836,9.773151397705078,15.00595474243164
2020-07-13,5.0,7.595422267913818,4.995759963989258,17.929155349731445
2020-07-14,10.0,9.970184326171875,9.94159984588623,10.002371788024902
2020-07-15,28.0,28.016437530517578,27.98655128479004,28.072612762451172
2020-07-16,12.0,14.013964653015137,11.998234748840332,21.97395133972168
2020-07-17,22.0,21.995649337768555,21.96255111694336,22.025775909423828
2020-07-18,17.0,17.863306045532227,16.969301223754883,21.34451675415039
2020-07-19,,18.173677444458008,12.422710418701172,23.474149703979492
2020-07-20,,5.431981563568115,2.2129898071289062,10.932829856872559
2020-07-21,,9.857664108276367,3.7641804218292236,13.22002124786377
2020-07-22,,26.45210838317871,20.46364402770996,31.195682525634766
2020-07-23,,17.14501190185547,12.679208755493164,21.878314971923828
2020-07-24,,22.96346664428711,20.612613677978516,24.727752685546875
2020-07-25,,13.942825317382812,9.608657836914062,19.329896926879883
